name,platform,year,genre,publisher,north_america_sales,europe_sales,japan_sales,global_sales
Derby Stallion 96,SNES,1996.0,Sports,ASCII Entertainment,0.0,0.0,1.04,1.05
Major League Baseball 2K5,PS2,2005.0,Sports,Take-Two Interactive,0.72,0.56,0.0,1.48
Kawasaki Snowmobiles,Wii,2008.0,Racing,Metro 3D,0.02,0.0,0.0,0.03
Fatal Fury: Battle Archives Volume 1,PS2,2006.0,Fighting,Ignition Entertainment,0.02,0.01,0.0,0.04
Jake Power: Fireman,DS,2008.0,Adventure,Ubisoft,0.08,0.35,0.0,0.49
Madden NFL 2001,N64,2000.0,Sports,Electronic Arts,0.6,0.03,0.0,0.64
Aliens versus Predator: Extinction,XB,2003.0,Strategy,Electronic Arts,0.06,0.02,0.0,0.08
Monster House,DS,2006.0,Adventure,THQ,0.14,0.01,0.0,0.16
Caesar IV,PC,2006.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.04
Backyard Sports Football: Rookie Rush,DS,2010.0,Sports,Atari,0.16,0.0,0.0,0.17
Colin McRae Rally 2005,PC,2004.0,Racing,Codemasters,0.0,0.01,0.0,0.02
The Incredible Hulk: The Pantheon Saga,PS,1996.0,Action,Eidos Interactive,0.09,0.06,0.0,0.16
Chaotic: Shadow Warriors,Wii,2009.0,Action,Activision,0.18,0.0,0.0,0.19
F1 Race,NES,1984.0,Racing,Nintendo,0.0,0.0,1.52,1.52
Wario Land II (GBC),GB,1998.0,Platform,Nintendo,0.0,0.0,0.38,0.38
Mario Paint,SNES,1992.0,Misc,Nintendo,1.43,0.54,0.71,2.75
The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,2010.0,Fighting,SNK Playmore,0.0,0.0,0.03,0.03
NHL Hitz 20-03,XB,2002.0,Sports,Midway Games,0.08,0.02,0.0,0.11
Bottom of the 9th,N64,1999.0,Sports,Konami Digital Entertainment,0.37,0.0,0.0,0.37
Alter Echo,XB,2003.0,Shooter,THQ,0.04,0.01,0.0,0.05
American Chopper 2: Full Throttle,PS2,2005.0,Racing,Zoo Digital Publishing,0.09,0.07,0.0,0.18
Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four,PS2,2008.0,Misc,Paon,0.0,0.0,0.01,0.01
Harry Potter and the Half-Blood Prince,PSP,2009.0,Action,Electronic Arts,0.18,0.21,0.0,0.51
Commando: Steel Disaster,DS,2008.0,Shooter,Lexicon Entertainment,0.02,0.0,0.0,0.02
Metal Gear Solid 4: Guns of the Patriots,PS3,2008.0,Action,Konami Digital Entertainment,2.63,1.74,0.83,6.03
Hot Wheels World Race,GC,2003.0,Racing,THQ,0.13,0.03,0.0,0.16
Frogger's Journey: The Forgotten Relic,GBA,2003.0,Action,Konami Digital Entertainment,0.18,0.07,0.0,0.26
Super Dragon Ball Z,PS2,2006.0,Fighting,Atari,0.09,0.07,0.19,0.37
Hard Hitter Tennis,PS2,2001.0,Sports,Midas Interactive Entertainment,0.15,0.11,0.0,0.3
Fast Food Panic,Wii,2009.0,Simulation,Nobilis,0.06,0.0,0.0,0.06
Army Rescue,Wii,2009.0,Shooter,UFO Interactive,0.02,0.0,0.0,0.02
Tomb Raider III: Adventures of Lara Croft,PS,1997.0,Action,Eidos Interactive,1.66,1.58,0.12,3.54
Goemon's Great Adventure,N64,1998.0,Platform,Konami Digital Entertainment,0.06,0.02,0.13,0.31
Bomberman B-Daman,SNES,1996.0,Shooter,Hudson Soft,0.0,0.0,0.17,0.17
ESPN X Games Skateboarding,PS2,2001.0,Sports,Konami Digital Entertainment,0.18,0.14,0.0,0.36
Bookworm,DS,2009.0,Puzzle,PopCap Games,0.31,0.01,0.0,0.34
The Legend of Zelda: Phantom Hourglass,DS,2007.0,Action,Nintendo,1.9,1.83,0.95,5.17
Metal Max Returns,SNES,1995.0,Role-Playing,Data East,0.0,0.0,0.04,0.04
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GBA,2003.0,Action,THQ,0.25,0.09,0.0,0.35
Yu-Gi-Oh! The Sacred Cards (American and Others sales),GBA,2002.0,Role-Playing,Konami Digital Entertainment,0.84,0.27,0.0,1.16
Greg Hastings' Tournament Paintball,XB,2004.0,Shooter,Activision,0.46,0.06,0.0,0.54
Midnight Club 3: DUB Edition,PSP,2005.0,Racing,Take-Two Interactive,1.65,1.22,0.0,3.66
Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,DS,2008.0,Misc,Sega,0.0,0.0,0.02,0.02
Ten Pin Alley 2,GBA,2004.0,Sports,XS Games,0.01,0.0,0.0,0.01
Madden NFL 08,PS3,2007.0,Sports,Electronic Arts,0.89,0.01,0.0,0.97
Neon Genesis Evangelion 2nd Impression,SAT,1997.0,Role-Playing,Sega,0.0,0.0,0.42,0.42
MTX Mototrax,PS2,2004.0,Racing,Activision,0.13,0.1,0.0,0.26
Tiger Woods PGA Tour 07,PS2,2006.0,Sports,Electronic Arts,0.6,0.02,0.0,0.72
Magnetica,DS,2006.0,Puzzle,Nintendo,0.08,0.01,0.03,0.14
The King of Fighters '98: Dream Match Never Ends,PS,1999.0,Fighting,SNK Playmore,0.05,0.03,0.0,0.08
Jampack Summer 2002,PS2,2002.0,Misc,Sony Computer Entertainment,0.28,0.22,0.0,0.57
Rayman Arena,GC,2002.0,Racing,Ubisoft,0.11,0.03,0.0,0.14
Spawn: Armageddon,XB,2003.0,Action,Electronic Arts,0.13,0.04,0.0,0.17
Shrek: Ogres & Dronkeys,DS,2007.0,Simulation,Activision,0.26,0.0,0.0,0.28
Jet Moto,PS,1996.0,Racing,Sony Computer Entertainment,1.33,0.4,0.03,1.83
Body Harvest,N64,1998.0,Shooter,Gremlin Interactive Ltd,0.16,0.04,0.0,0.2
O.D.T.: Escape... Or Die Trying,PS,1997.0,Adventure,Psygnosis,0.07,0.05,0.0,0.12
Phoenix Wright: Revived Turnabout,DS,2008.0,Misc,Capcom,0.0,0.0,0.04,0.04
Chokkan! Asonde Relaxuma,DS,2008.0,Action,Rocket Company,0.0,0.0,0.01,0.01
NBA ShootOut 2002,PS,2001.0,Sports,Sony Computer Entertainment,0.08,0.05,0.0,0.14
The King of Fighters '94 (CD),NG,1993.0,Fighting,SNK,0.0,0.0,0.14,0.14
Power Pro Kun Pocket 2,GB,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.25
World Championship Poker 2: Featuring Howard Lederer,PSP,2005.0,Misc,505 Games,0.12,0.0,0.0,0.14
The Legend of Heroes III: Song of the Ocean,PSP,2006.0,Role-Playing,Namco Bandai Games,0.03,0.0,0.0,0.03
Castlevania: Dawn of Sorrow,DS,2005.0,Platform,Konami Digital Entertainment,0.37,0.04,0.03,0.47
The Simpsons: Hit & Run,GC,2003.0,Racing,Vivendi Games,0.77,0.2,0.0,0.99
NBA Live 09,PSP,2008.0,Sports,Electronic Arts,0.23,0.07,0.03,0.39
The Eye of Judgment: Legends,PSP,2010.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.01,0.01
X-Men Legends II: Rise of Apocalypse,XB,2005.0,Role-Playing,Activision,0.3,0.12,0.0,0.44
Grand Theft Auto: Vice City Stories,PS2,2007.0,Action,Take-Two Interactive,0.78,0.03,0.03,0.97
The X-Factor,Wii,2010.0,Misc,Deep Silver,0.0,0.29,0.0,0.33
MySims Racing,DS,2009.0,Racing,Electronic Arts,0.26,0.29,0.0,0.63
World of Zoo,Wii,2009.0,Simulation,THQ,0.41,0.16,0.0,0.63
Cookie & Cream,DS,2007.0,Platform,505 Games,0.01,0.0,0.0,0.02
Tennis no Oji-Sama: Genius Boys Academy,GBA,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.25
Pro Yakyuu Team o Tsukurou! 2,DS,2009.0,Sports,Sega,0.0,0.0,0.11,0.11
SingStar Pop,PS2,2007.0,Misc,Sony Computer Entertainment,0.04,1.08,0.0,1.44
Sega Soccer Slam,PS2,2002.0,Sports,Sega,0.06,0.05,0.0,0.12
Pro Cast Sports Fishing,XB,2003.0,Sports,Capcom,0.02,0.01,0.0,0.03
Street Fighter Alpha 2,SNES,1996.0,Fighting,Nintendo,0.0,0.0,0.17,0.17
Sengoku Basara X,PS2,2008.0,Fighting,Capcom,0.0,0.0,0.05,0.05
Minna to Kimi no Piramekino!,DS,2010.0,Misc,Namco Bandai Games,0.0,0.0,0.05,0.05
Glover,PS,1999.0,Platform,Atari,0.09,0.06,0.0,0.17
Kessen,PS2,2000.0,Strategy,Electronic Arts,0.27,0.21,0.41,0.95
La Pucelle: Tactics,PS2,2002.0,Role-Playing,Tecmo Koei,0.09,0.07,0.0,0.19
Tony Hawk's Pro Skater 2x,XB,2001.0,Sports,Activision,0.41,0.19,0.0,0.63
Jikkyou Powerful Pro Yakyuu 10,GC,2003.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.1
Transformers: Revenge of the Fallen (DS Versions),DS,2009.0,Action,Activision,0.17,0.13,0.0,0.33
Brave: A Warrior's Tale,Wii,2009.0,Action,SouthPeak Games,0.05,0.0,0.0,0.06
Wario Land 4,GBA,2001.0,Platform,Nintendo,0.9,0.73,0.54,2.26
Pro Yakyuu Team o Tsukurou!,DS,2008.0,Sports,Sega,0.0,0.0,0.19,0.19
Death Jr. and the Science Fair of Doom,DS,2007.0,Platform,Konami Digital Entertainment,0.08,0.0,0.0,0.08
Rockstar Games presents Table Tennis,Wii,2007.0,Sports,Take-Two Interactive,0.39,0.73,0.0,1.27
Tony Hawk's Underground 2,PS2,2004.0,Sports,Activision,1.25,0.86,0.01,2.37
Midway Arcade Treasures 3,PS2,2005.0,Misc,Midway Games,0.08,0.06,0.0,0.16
The Kore Gang,Wii,2010.0,Platform,Flashpoint Games,0.04,0.0,0.0,0.04
Double Pack: Finding Nemo / The Incredibles,XB,2006.0,Action,THQ,0.31,0.09,0.0,0.42
Gungrave: Overdose,PS2,2004.0,Shooter,Play It,0.07,0.05,0.0,0.14
Jambo! Safari Animal Rescue,DS,2009.0,Simulation,Sega,0.01,0.0,0.0,0.01
Apassionata: Die Galanacht der Pferde,DS,2009.0,Simulation,RTL,0.0,0.04,0.0,0.05
Rugrats: Scavenger Hunt,N64,1999.0,Misc,THQ,0.41,0.09,0.0,0.51
Soukaigi,PS,1998.0,Role-Playing,SquareSoft,0.0,0.0,0.13,0.14
Animorphs: Shattered Reality,PS,2000.0,Action,Infogrames,0.03,0.02,0.0,0.06
Barbie Groovy Games,GBA,2002.0,Misc,Universal Interactive,0.4,0.15,0.0,0.56
Imagine: Fashion Designer World Tour,DS,2009.0,Simulation,Ubisoft,0.27,0.0,0.0,0.29
Corvette,PS2,2004.0,Racing,TDK Mediactive,0.65,0.51,0.0,1.33
Wall-E,PSP,2008.0,Platform,THQ,0.29,0.22,0.0,0.65
Dynasty Warriors Gundam,X360,2007.0,Action,Namco Bandai Games,0.15,0.01,0.02,0.19
Tiger Woods PGA Tour 2005,PC,2004.0,Sports,Electronic Arts,0.0,0.01,0.0,0.01
futureU: The Prep Game for SAT,DS,2008.0,Misc,Aspyr,0.07,0.0,0.0,0.08
Dance Dance Revolution Extreme,PS2,2004.0,Simulation,Konami Digital Entertainment,1.04,0.81,0.0,2.13
NFL GameDay,PS,1995.0,Sports,Sony Computer Entertainment,0.47,0.32,0.0,0.85
Ice Age 2: The Meltdown,GC,2006.0,Platform,Vivendi Games,0.15,0.04,0.0,0.19
Jeopardy!,DS,2010.0,Misc,THQ,0.18,0.0,0.0,0.19
NCAA March Madness 06,PS2,2005.0,Sports,Electronic Arts,0.45,0.02,0.0,0.53
Super Robot Monkey Team: Game Boy Advance Video Volume 1,GBA,2005.0,Misc,,0.01,0.0,0.0,0.01
Super Bowling,N64,1999.0,Sports,Athena,0.02,0.0,0.0,0.02
I Love Horses,DS,2008.0,Simulation,GSP,0.21,0.0,0.0,0.23
Learn Chess,DS,2009.0,Misc,DreamCatcher Interactive,0.1,0.0,0.0,0.1
We Sing,Wii,2009.0,Misc,Nordic Games,0.0,0.69,0.0,0.78
Ghost Pirates of Vooju Island,PC,2009.0,Adventure,DTP Entertainment,0.0,0.02,0.0,0.02
Left 4 Dead 2,X360,2009.0,Shooter,Electronic Arts,2.67,0.89,0.05,3.99
World Series Baseball,XB,2002.0,Sports,Sega,0.17,0.05,0.0,0.23
Tamagotchi Party On!,Wii,2006.0,Misc,Namco Bandai Games,0.12,0.0,0.06,0.19
Bahamut Lagoon,SNES,1996.0,Role-Playing,SquareSoft,0.0,0.0,0.62,0.62
Shrek the Third,X360,2007.0,Action,Activision,0.54,0.1,0.0,0.69
Ben 10: Protector of Earth,PS2,2007.0,Action,D3Publisher,0.09,0.0,0.0,0.84
Road Rash 3D,PS,1998.0,Racing,Electronic Arts,1.05,0.16,0.0,1.25
Blazing Souls: Accelate,PSP,2009.0,Role-Playing,Idea Factory,0.04,0.0,0.01,0.05
Pokémon Colosseum,GC,2003.0,Role-Playing,Nintendo,1.21,0.57,0.7,2.54
The Thing,XB,2002.0,Adventure,Vivendi Games,0.15,0.04,0.0,0.2
X-Blades,PS3,2009.0,Action,SouthPeak Games,0.07,0.03,0.02,0.14
ESPN NBA 2Night 2002,PS2,2002.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.03
NBA Jam 2000,N64,1999.0,Sports,Acclaim Entertainment,0.12,0.01,0.0,0.13
Crusaders of Might and Magic,PS,1999.0,Role-Playing,3DO,0.14,0.1,0.0,0.25
Enemy Territory: Quake Wars,X360,2008.0,Shooter,Activision,0.3,0.11,0.0,0.45
Peppa Pig: The Game,Wii,2009.0,Misc,Pinnacle,0.0,0.35,0.0,0.38
Tony Hawk's Underground 2,GC,2004.0,Sports,Activision,0.38,0.1,0.0,0.5
Mega Man X8,PS2,2004.0,Platform,Capcom,0.14,0.11,0.0,0.29
Let's Play Ballerina,Wii,2010.0,Sports,Deep Silver,0.02,0.0,0.0,0.03
M&M's Kart Racing,Wii,2007.0,Racing,Zoo Digital Publishing,0.22,0.0,0.0,0.23
Chrono Trigger,SNES,1995.0,Role-Playing,SquareSoft,0.28,0.0,2.02,2.31
Amazing Adventures: The Forgotten Ruins,DS,2008.0,Adventure,PopCap Games,0.13,0.08,0.0,0.24
Hakuouki: Yuugi Roku,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.07,0.07
Kekkaishi: Kokubourou no Kage,Wii,2007.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.03
Spot Goes to Hollywood,PS,1996.0,Platform,Virgin Interactive,0.04,0.03,0.0,0.07
Burnout Paradise: The Ultimate Box,PC,2009.0,Racing,Electronic Arts,0.0,0.08,0.0,0.1
Baldur's Gate: Dark Alliance II,PS2,2004.0,Role-Playing,Interplay,0.34,0.26,0.0,0.68
Heroes of the Pacific,PS2,2005.0,Simulation,Codemasters,0.14,0.11,0.0,0.29
NCAA Basketball 09,X360,2008.0,Sports,Electronic Arts,0.2,0.0,0.0,0.22
Disney's Stitch: Experiment 626,PS2,2002.0,Action,Sony Computer Entertainment,0.15,0.12,0.0,0.31
Mario Tennis,Wii,2010.0,Sports,Nintendo,0.0,0.06,0.0,0.07
MLB 09: The Show,PS3,2009.0,Sports,Sony Computer Entertainment,0.66,0.0,0.0,0.72
Famicom Mini: Clu Clu Land,GBA,2004.0,Puzzle,Nintendo,0.0,0.0,0.04,0.04
Story Hour: Fairy Tales,Wii,2008.0,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.04
Lost Odyssey,X360,2007.0,Role-Playing,Microsoft Game Studios,0.45,0.27,0.11,0.92
Disney's The Emperor's New Groove,PS,2000.0,Platform,Sony Computer Entertainment,0.17,0.12,0.0,0.31
Jimmy Neutron: Boy Genius,PS2,2002.0,Platform,THQ,0.2,0.16,0.0,0.41
Guilty Gear XX Accent Core Plus,PSP,2008.0,Fighting,PQube,0.03,0.01,0.04,0.08
Jurassic Park,NES,1993.0,Action,Ocean,0.25,0.1,0.0,0.36
SoulCalibur II,GC,2003.0,Fighting,Namco Bandai Games,0.99,0.32,0.11,1.5
TRINITY: Souls of Zill O'll,PS3,2010.0,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.14
'98 Koshien,PS,1998.0,Sports,Magical Company,0.15,0.1,0.12,0.41
Ultraman Fighting Evolution 0,PSP,2006.0,Fighting,Banpresto,0.0,0.0,0.01,0.01
UFC: Tapout,XB,2002.0,Fighting,Crave Entertainment,0.14,0.05,0.0,0.2
Banjo-Tooie,N64,2000.0,Platform,Nintendo,0.82,0.36,0.25,1.49
Godzilla: Destroy All Monsters Melee,GC,2002.0,Fighting,Atari,0.55,0.14,0.0,0.71
Samantha Swift and the Hidden Roses of Athena,DS,2010.0,Adventure,Unknown,0.04,0.01,0.0,0.05
Tony Hawk's Project 8,PS3,2006.0,Sports,Activision,0.3,0.23,0.01,0.63
The Last Remnant,X360,2008.0,Role-Playing,Square Enix,0.25,0.2,0.18,0.69
World Soccer Winning Eleven 9 (JP & Others sales),PSP,2005.0,Sports,Konami Digital Entertainment,0.01,0.88,0.31,1.2
Shrek SuperSlam,XB,2005.0,Action,Activision,0.07,0.02,0.0,0.09
The Beatles: Rock Band,X360,2009.0,Misc,MTV Games,0.97,0.23,0.0,1.31
Jeremy McGrath Supercross World,PS2,2001.0,Racing,Acclaim Entertainment,0.11,0.09,0.0,0.23
NFL GameDay 2002,PS,2001.0,Sports,Sony Computer Entertainment,0.23,0.15,0.0,0.4
SnoCross Championship Racing,PS,1999.0,Racing,Ubisoft,0.52,0.35,0.0,0.93
50 Cent: Bulletproof,PSP,2006.0,Action,Vivendi Games,0.08,0.0,0.0,0.09
Earth Defense Force 2017,X360,2006.0,Action,D3Publisher,0.04,0.01,0.03,0.08
Monster Rancher 4,PS2,2003.0,Simulation,Tecmo Koei,0.08,0.06,0.19,0.34
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,2008.0,Role-Playing,Sega,0.0,0.0,0.05,0.05
Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,DS,2009.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.01,0.01
CSI: Deadly Intent,X360,2009.0,Adventure,Ubisoft,0.1,0.08,0.0,0.21
The Legend of Spyro: Dawn of the Dragon,PS2,2008.0,Platform,Vivendi Games,0.12,0.01,0.0,0.4
Wreckless: ThE YaKuza MisSiOns,GC,2002.0,Racing,Activision,0.04,0.01,0.0,0.06
Brunswick Pro Bowling,PS3,2010.0,Sports,505 Games,0.1,0.06,0.0,0.19
NBA 2K11,PC,2010.0,Action,Take-Two Interactive,0.18,0.0,0.0,0.19
Kartia: The Word of Fate,PS,1998.0,Strategy,Konami Digital Entertainment,0.05,0.03,0.12,0.22
Onechanbara: Bikini Zombie Slayers,Wii,2008.0,Action,D3Publisher,0.11,0.0,0.0,0.12
Lemony Snicket's A Series of Unfortunate Events,GC,2004.0,Platform,Activision,0.2,0.05,0.0,0.26
Shockwave Assault,PS,1995.0,Simulation,Electronic Arts,0.05,0.04,0.0,0.09
San Francisco Rush 2049,N64,2000.0,Racing,Midway Games,0.16,0.04,0.0,0.2
Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.11
"Ni Hao, Kai-lan: New Year's Celebration",DS,2009.0,Misc,Take-Two Interactive,0.19,0.0,0.0,0.2
JSRF: Jet Set Radio Future,XB,2002.0,Action,Sega,0.13,0.04,0.03,0.21
NHL 2K10,PS2,2009.0,Sports,Take-Two Interactive,0.17,0.14,0.0,0.36
Raw Danger!,PS2,2006.0,Action,505 Games,0.02,0.01,0.0,0.03
Breath of Fire,GBA,2001.0,Role-Playing,Ubisoft,0.11,0.04,0.06,0.22
Marvel: Ultimate Alliance 2,X360,2009.0,Role-Playing,Activision,0.68,0.15,0.0,0.91
Real World Golf,PS2,2005.0,Sports,Valcon Games,0.05,0.04,0.0,0.11
Black Mirror 2,PC,2009.0,Adventure,DTP Entertainment,0.0,0.04,0.0,0.05
Assassin's Creed: Brotherhood,PS3,2010.0,Action,Ubisoft,1.87,0.57,0.11,2.84
Mortal Kombat: Unchained,PSP,2006.0,Fighting,Midway Games,0.67,0.01,0.0,0.74
MySims SkyHeroes,X360,2010.0,Action,Electronic Arts,0.09,0.0,0.0,0.1
Hasbro Family Game Night 3,PS3,2010.0,Misc,Electronic Arts,0.18,0.04,0.0,0.25
Madden NFL 2001,PS2,2000.0,Sports,Electronic Arts,1.19,0.07,0.05,1.5
Madden NFL 2005,GC,2004.0,Sports,Electronic Arts,0.54,0.14,0.0,0.7
Tokimeki Memorial 4,PSP,2009.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.08,0.08
Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,PSP,2007.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.03
Blur,PS3,2010.0,Racing,Activision,0.22,0.37,0.02,0.74
Senko no Ronde DUO,X360,2010.0,Fighting,G.Rev,0.0,0.0,0.03,0.03
Silent Hill 4: The Room,PS2,2004.0,Action,Konami Digital Entertainment,0.25,0.19,0.0,0.51
Mario & Luigi: Superstar Saga,GBA,2003.0,Role-Playing,Nintendo,1.48,0.17,0.47,2.17
Jinguuji Saburou DS: Akai Chou,DS,2010.0,Adventure,Arc System Works,0.0,0.0,0.02,0.02
DS Bungaku Zenshuu,DS,2007.0,Misc,Nintendo,0.0,0.0,0.26,0.26
Micro Machines V4,PSP,2006.0,Racing,Codemasters,0.01,0.0,0.0,0.02
Nintendo World Cup,NES,1990.0,Sports,Nintendo,0.28,0.5,0.65,1.48
Serious Sam II,PC,2005.0,Shooter,Take-Two Interactive,0.0,0.01,0.0,0.01
Disney's PK: Out of the Shadows,GC,2002.0,Platform,Ubisoft,0.04,0.01,0.0,0.05
CSI: Fatal Conspiracy,PS3,2010.0,Adventure,Ubisoft,0.11,0.05,0.0,0.19
NBA Live 06,XB,2005.0,Sports,Electronic Arts,0.57,0.04,0.0,0.64
Dragon Quest VI: Realms of Revelation,DS,2010.0,Role-Playing,Nintendo,0.22,0.21,1.35,1.81
VR Golf '97,PS,1996.0,Sports,Gremlin Interactive Ltd,0.09,0.06,0.0,0.17
MTV Music Generator 3: This Is the Remix,PS2,2004.0,Misc,Codemasters,0.07,0.05,0.0,0.14
TimeShift,PS3,2007.0,Shooter,Vivendi Games,0.14,0.01,0.0,0.16
Dragon Quest Monsters 1·2,PS,2002.0,Role-Playing,Enix Corporation,0.0,0.0,0.3,0.32
Tom Clancy's Rainbow Six,N64,1999.0,Shooter,Red Storm Entertainment,0.48,0.15,0.0,0.64
Red Ninja: End of Honor,XB,2005.0,Action,Vivendi Games,0.01,0.0,0.0,0.02
Killzone 2,PS3,2009.0,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,3.02
3D Baseball,PS,1996.0,Sports,BMG Interactive Entertainment,0.02,0.01,0.0,0.03
Ship Simulator Extremes,PC,2010.0,Simulation,Paradox Interactive,0.0,0.04,0.0,0.05
Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PS2,2000.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.06,0.06
1080°: TenEighty Snowboarding,N64,1998.0,Sports,Nintendo,1.25,0.61,0.13,2.03
Warriors of the Lost Empire,PSP,2007.0,Role-Playing,Mercury Games,0.05,0.0,0.0,0.06
Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,DS,2005.0,Misc,Namco Bandai Games,0.0,0.0,0.04,0.04
Rogue Warrior,X360,2009.0,Shooter,Bethesda Softworks,0.09,0.01,0.0,0.11
The Final Round,PS,1996.0,Sports,Konami Digital Entertainment,0.04,0.03,0.0,0.07
Tiger Woods PGA Tour 08,Wii,2007.0,Sports,Electronic Arts,0.94,0.02,0.0,1.03
Wing Commander III: Heart of the Tiger,PS,1996.0,Action,Electronic Arts,0.09,0.06,0.0,0.16
The Warriors,XB,2005.0,Action,Take-Two Interactive,0.21,0.06,0.0,0.28
Tourist Trophy: The Real Riding Simulator,PS2,2006.0,Racing,Sony Computer Entertainment,0.28,0.22,0.11,0.68
Speed Racer,PS,1996.0,Racing,Tomy Corporation,0.04,0.02,0.0,0.07
Puyo Pop Fever(us sales),DS,2004.0,Puzzle,Ignition Entertainment,0.03,0.0,0.0,0.04
Tactics Ogre: The Knight of Lodis,GBA,2001.0,Role-Playing,Nintendo,0.13,0.05,0.31,0.5
Girls Only,DS,2010.0,Simulation,Foreign Media Games,0.03,0.0,0.0,0.03
Charm Girls Club: My Perfect Prom,DS,2009.0,Simulation,Electronic Arts,0.11,0.0,0.0,0.12
Mat Hoffman's Pro BMX 2,GBA,2002.0,Sports,Activision,0.11,0.04,0.0,0.16
Over the Hedge,XB,2006.0,Platform,Activision,0.07,0.02,0.0,0.1
Super Bomberman 4,SNES,1996.0,Puzzle,Hudson Soft,0.0,0.0,0.44,0.44
Pimp My Ride,X360,2006.0,Racing,Activision,0.1,0.01,0.0,0.11
Mortal Kombat 4,N64,1998.0,Fighting,GT Interactive,0.55,0.17,0.0,0.73
Roll Away,PS,1998.0,Puzzle,Sony Computer Entertainment,0.04,0.03,0.0,0.07
LEGO Rock Band,X360,2009.0,Misc,Warner Bros. Interactive Entertainment,0.4,0.12,0.0,0.57
Sonic Mega Collection Plus,XB,2004.0,Misc,Sega,0.61,0.26,0.0,0.91
Galaxy Angel II: Eigou Kaiki no Koku,PS2,2009.0,Strategy,Broccoli,0.0,0.0,0.02,0.02
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.04
Power Stone Collection,PSP,2006.0,Action,Capcom,0.08,0.0,0.0,0.1
SimAnimals,DS,2009.0,Simulation,Electronic Arts,0.26,0.21,0.0,0.53
Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005.0,Action,Ubisoft,0.36,0.45,0.0,0.95
Balloon Pop,Wii,2007.0,Puzzle,505 Games,0.04,0.0,0.0,0.05
Triple Play 2002,PS2,2002.0,Sports,Electronic Arts,0.43,0.33,0.0,0.87
Kingdom Under Fire: Heroes,XB,2005.0,Strategy,Deep Silver,0.11,0.03,0.0,0.15
Dynasty Warriors 3,XB,2002.0,Action,THQ,0.06,0.02,0.0,0.08
Neighborhood Games,Wii,2009.0,Misc,THQ,0.17,0.02,0.0,0.2
Codename: Kids Next Door: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,,0.12,0.05,0.0,0.17
Jikkyou Powerful Pro Yakyuu 2000,N64,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.29,0.35
Mortal Kombat: Shaolin Monks,PS2,2005.0,Action,Midway Games,0.58,0.02,0.0,0.69
Monopoly Streets,X360,2010.0,Misc,Electronic Arts,0.16,0.1,0.0,0.28
We Sing Encore,Wii,2010.0,Misc,Nordic Games,0.0,0.41,0.0,0.47
Battle Arena Toshinden URA,SAT,1995.0,Fighting,Sega,0.0,0.0,0.03,0.03
Gears of War 2,X360,2008.0,Shooter,Microsoft Game Studios,4.15,1.92,0.06,6.76
Moto Racer 2,PS,1997.0,Racing,Electronic Arts,0.39,0.26,0.0,0.69
My Street,PS2,2003.0,Misc,Sony Computer Entertainment,0.12,0.09,0.0,0.24
Breath of Fire III,PSP,2005.0,Role-Playing,Capcom,0.0,0.03,0.0,0.04
Taiko no Tatsujin Wii,Wii,2008.0,Misc,Namco Bandai Games,0.0,0.0,0.67,0.67
Rayman 3,GBA,2003.0,Platform,Ubisoft,0.1,0.04,0.0,0.14
Doko Demo Issho,PSP,2004.0,Misc,Sony Computer Entertainment,0.0,0.0,0.1,0.1
"SpongeBob SquarePants: Lights, Camera, Pants!",GC,2005.0,Misc,THQ,0.34,0.09,0.0,0.44
